image,source,source_version,missing_updates,urgency,status,fixed,debianbug,cve
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u8,912005,CVE-2018-15686
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u8,undefined,CVE-2018-1049
crossvale/cassandra,systemd,215-17+deb8u7,0,low,open,undefined,890779,CVE-2018-6954
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u11,undefined,CVE-2019-3815
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u8,912008,CVE-2018-15688
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u10,undefined,CVE-2019-6454
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u12,undefined,CVE-2017-18078
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,open,undefined,undefined,CVE-2019-20386
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u9,918841,CVE-2018-16864
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u12,undefined,CVE-2019-3842
crossvale/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u9,918848,CVE-2018-16865
crossvale/cassandra,systemd,215-17+deb8u7,0,unimportant,open,undefined,725357,CVE-2013-4392
crossvale/cassandra,util-linux,2.25.2-6,0,not yet assigned,open,undefined,830802,CVE-2016-5011
crossvale/cassandra,util-linux,2.25.2-6,0,unimportant,open,undefined,855943,CVE-2017-2616
crossvale/cassandra,util-linux,2.25.2-6,0,unimportant,open,undefined,undefined,CVE-2015-5224
crossvale/cassandra,util-linux,2.25.2-6,0,unimportant,open,undefined,798067,CVE-2015-5218
crossvale/cassandra,util-linux,2.25.2-6,0,not yet assigned,open,undefined,815922,CVE-2016-2779
crossvale/cassandra,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847270,CVE-2016-9841
crossvale/cassandra,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847270,CVE-2016-9840
crossvale/cassandra,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847275,CVE-2016-9843
crossvale/cassandra,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847274,CVE-2016-9842
benclarkwood/cassandra,audit,1:2.4-1,0,unimportant,open,undefined,795457,CVE-2015-5186
benclarkwood/cassandra,avahi,0.6.31-5,0,unimportant,open,undefined,917047,CVE-2017-6519
benclarkwood/cassandra,bash,4.3-11+deb8u1,0,low,open,undefined,undefined,CVE-2019-18276
benclarkwood/cassandra,bash,4.3-11+deb8u1,0,not yet assigned,resolved,4.3-11+deb8u2,844727,CVE-2016-9401
benclarkwood/cassandra,bash,4.3-11+deb8u1,0,not yet assigned,resolved,4.3-11+deb8u2,undefined,CVE-2019-9924
benclarkwood/cassandra,bzip2,1.0.6-7,0,not yet assigned,resolved,1.0.6-7+deb8u1,930886,CVE-2019-12900
benclarkwood/cassandra,bzip2,1.0.6-7,0,not yet assigned,resolved,1.0.6-7+deb8u1,827744,CVE-2016-3189
benclarkwood/cassandra,coreutils,8.23-4,0,low,open,undefined,816320,CVE-2016-2781
benclarkwood/cassandra,coreutils,8.23-4,0,unimportant,open,undefined,undefined,CVE-2017-18018
benclarkwood/cassandra,cryptsetup,2:1.6.6-5,0,unimportant,open,undefined,undefined,CVE-2016-4484
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u4,903605,CVE-2018-6553
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u5,934957,CVE-2019-2180
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u3,undefined,CVE-2017-18248
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u6,915909,CVE-2018-4300
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u7,946782,CVE-2019-2228
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u3,undefined,CVE-2017-18190
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,unimportant,open,undefined,undefined,CVE-2014-8166
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u5,934957,CVE-2019-8675
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u4,undefined,CVE-2018-4181
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u4,undefined,CVE-2018-4180
benclarkwood/cassandra,cups,1.7.5-11+deb8u2,0,not yet assigned,resolved,1.7.5-11+deb8u5,934957,CVE-2019-8696
benclarkwood/cassandra,dbus,1.8.22-0+deb8u1,0,not yet assigned,resolved,1.8.22-0+deb8u2,930375,CVE-2019-12749
benclarkwood/cassandra,dpkg,1.17.27,0,unimportant,open,undefined,undefined,CVE-2017-8283
benclarkwood/cassandra,e2fsprogs,1.42.12-2,0,not yet assigned,resolved,1.42.12-2+deb8u1,941139,CVE-2019-5094
benclarkwood/cassandra,e2fsprogs,1.42.12-2,0,not yet assigned,open,undefined,948508,CVE-2019-5188
benclarkwood/cassandra,file,1:5.22+15-2+deb8u3,1,not yet assigned,resolved,1:5.22+15-2+deb8u5,922968,CVE-2019-8907
benclarkwood/cassandra,file,1:5.22+15-2+deb8u3,1,not yet assigned,resolved,1:5.22+15-2+deb8u5,922968,CVE-2019-8905
benclarkwood/cassandra,file,1:5.22+15-2+deb8u3,1,not yet assigned,resolved,1:5.22+15-2+deb8u6,942830,CVE-2019-18218
benclarkwood/cassandra,file,1:5.22+15-2+deb8u3,1,not yet assigned,resolved,1:5.22+15-2+deb8u4,901351,CVE-2018-10360
benclarkwood/cassandra,gcc-4.8,4.8.4-1,0,not yet assigned,open,undefined,undefined,CVE-2018-12886
benclarkwood/cassandra,gcc-4.8,4.8.4-1,0,not yet assigned,open,undefined,undefined,CVE-2017-11671
benclarkwood/cassandra,gcc-4.9,4.9.2-10,0,not yet assigned,open,undefined,undefined,CVE-2018-12886
benclarkwood/cassandra,gcc-4.9,4.9.2-10,0,not yet assigned,open,undefined,undefined,CVE-2015-5276
benclarkwood/cassandra,gcc-4.9,4.9.2-10,0,not yet assigned,open,undefined,undefined,CVE-2017-11671
benclarkwood/cassandra,gnutls28,3.3.8-6+deb8u7,0,unimportant,open,undefined,645881,CVE-2011-3389
benclarkwood/cassandra,gnutls28,3.3.8-6+deb8u7,0,not yet assigned,open,undefined,undefined,CVE-2018-16868
benclarkwood/cassandra,gnutls28,3.3.8-6+deb8u7,0,not yet assigned,resolved,3.3.30-0+deb8u1,undefined,CVE-2018-10844
benclarkwood/cassandra,gnutls28,3.3.8-6+deb8u7,0,not yet assigned,resolved,3.3.30-0+deb8u1,undefined,CVE-2018-10845
benclarkwood/cassandra,gnutls28,3.3.8-6+deb8u7,0,not yet assigned,resolved,3.3.30-0+deb8u1,undefined,CVE-2018-10846
benclarkwood/cassandra,inetutils,2:1.9.2.39.3a460-3,0,low,open,undefined,945861,CVE-2019-0053
benclarkwood/cassandra,krb5,1.12.1+dfsg-19+deb8u4,0,unimportant,open,undefined,278271,CVE-2004-0971
benclarkwood/cassandra,krb5,1.12.1+dfsg-19+deb8u4,0,not yet assigned,resolved,1.12.1+dfsg-19+deb8u5,891869,CVE-2018-5730
benclarkwood/cassandra,krb5,1.12.1+dfsg-19+deb8u4,0,not yet assigned,resolved,1.12.1+dfsg-19+deb8u5,891869,CVE-2018-5729
benclarkwood/cassandra,krb5,1.12.1+dfsg-19+deb8u4,0,low,open,undefined,873563,CVE-2017-11462
benclarkwood/cassandra,krb5,1.12.1+dfsg-19+deb8u4,0,unimportant,open,undefined,871698,CVE-2017-15088
benclarkwood/cassandra,krb5,1.12.1+dfsg-19+deb8u4,0,unimportant,open,undefined,889684,CVE-2018-5709
benclarkwood/cassandra,krb5,1.12.1+dfsg-19+deb8u4,0,not yet assigned,open,undefined,889685,CVE-2018-5710
benclarkwood/cassandra,krb5,1.12.1+dfsg-19+deb8u4,0,not yet assigned,resolved,1.12.1+dfsg-19+deb8u5,917387,CVE-2018-20217
benclarkwood/cassandra,libbsd,0.7.0-2,0,not yet assigned,open,undefined,undefined,CVE-2019-20367
benclarkwood/cassandra,libbsd,0.7.0-2,0,not yet assigned,resolved,0.7.0-2+deb8u1,undefined,CVE-2016-2090
benclarkwood/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,902176,CVE-2018-11212
benclarkwood/cassandra,libjpeg-turbo,1:1.3.1-12,0,low,open,undefined,undefined,CVE-2019-2201
benclarkwood/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,902176,CVE-2018-11214
benclarkwood/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,902176,CVE-2018-11213
benclarkwood/cassandra,libjpeg-turbo,1:1.3.1-12,0,unimportant,open,undefined,878567,CVE-2017-15232
benclarkwood/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u2,741487,CVE-2018-14498
benclarkwood/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,902950,CVE-2018-1152
benclarkwood/cassandra,libjpeg-turbo,1:1.3.1-12,0,not yet assigned,resolved,1:1.3.1-12+deb8u1,819969,CVE-2016-3616
benclarkwood/cassandra,libpng,1.2.50-2+deb8u3,0,unimportant,open,undefined,undefined,CVE-2018-14048
benclarkwood/cassandra,libpng,1.2.50-2+deb8u3,0,unimportant,open,undefined,undefined,CVE-2018-14550
benclarkwood/cassandra,libpng,1.2.50-2+deb8u3,0,unimportant,open,undefined,undefined,CVE-2019-6129
benclarkwood/cassandra,libx11,2:1.6.2-3+deb8u1,0,not yet assigned,resolved,2:1.6.2-3+deb8u2,undefined,CVE-2018-14598
benclarkwood/cassandra,libx11,2:1.6.2-3+deb8u1,0,not yet assigned,resolved,2:1.6.2-3+deb8u2,undefined,CVE-2018-14599
benclarkwood/cassandra,libx11,2:1.6.2-3+deb8u1,0,not yet assigned,resolved,2:1.6.2-3+deb8u2,undefined,CVE-2018-14600
benclarkwood/cassandra,libxdmcp,1:1.1.1-1,0,not yet assigned,resolved,1:1.1.1-1+deb8u1,856399,CVE-2017-2625
benclarkwood/cassandra,libxrender,1:0.9.8-1,0,low,open,undefined,840443,CVE-2016-7950
benclarkwood/cassandra,libxrender,1:0.9.8-1,0,low,open,undefined,840443,CVE-2016-7949
benclarkwood/cassandra,lvm2,2.02.111-2.2+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2020-8991
benclarkwood/cassandra,ncurses,5.9+20140913-1+deb8u2,1,low,open,undefined,undefined,CVE-2018-19211
benclarkwood/cassandra,ncurses,5.9+20140913-1+deb8u2,1,low,open,undefined,942401,CVE-2019-17594
benclarkwood/cassandra,ncurses,5.9+20140913-1+deb8u2,1,low,open,undefined,942401,CVE-2019-17595
benclarkwood/cassandra,ncurses,5.9+20140913-1+deb8u2,1,not yet assigned,resolved,5.9+20140913-1+deb8u3,882620,CVE-2017-16879
benclarkwood/cassandra,nettle,2.7.1-5+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2018-16869
benclarkwood/cassandra,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,858678,CVE-2017-7245
benclarkwood/cassandra,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,undefined,CVE-2017-11164
benclarkwood/cassandra,pcre3,2:8.35-3.3+deb8u4,0,not yet assigned,open,undefined,858230,CVE-2017-7186
benclarkwood/cassandra,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,858679,CVE-2017-7246
benclarkwood/cassandra,pcre3,2:8.35-3.3+deb8u4,0,not yet assigned,open,undefined,858683,CVE-2017-7244
benclarkwood/cassandra,pcre3,2:8.35-3.3+deb8u4,0,unimportant,open,undefined,undefined,CVE-2017-16231
benclarkwood/cassandra,pcre3,2:8.35-3.3+deb8u4,0,not yet assigned,open,undefined,787641,CVE-2015-3217
benclarkwood/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1122
benclarkwood/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1123
benclarkwood/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1124
benclarkwood/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1125
benclarkwood/cassandra,procps,2:3.3.9-9,0,not yet assigned,resolved,2:3.3.9-9+deb8u1,899170,CVE-2018-1126
benclarkwood/cassandra,python-defaults,2.7.9-1,0,unimportant,open,undefined,498899,CVE-2008-4108
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,unimportant,open,undefined,undefined,CVE-2019-18348
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u3,undefined,CVE-2019-9947
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,unimportant,open,undefined,undefined,CVE-2019-9674
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u3,undefined,CVE-2019-9948
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u3,undefined,CVE-2019-9740
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u3,921040,CVE-2019-5010
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u4,undefined,CVE-2018-20852
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u2,undefined,CVE-2018-1061
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u2,undefined,CVE-2018-1060
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u2,undefined,CVE-2017-1000158
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u3,924072,CVE-2019-9636
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,unimportant,open,undefined,undefined,CVE-2018-1000030
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,unimportant,open,undefined,undefined,CVE-2017-17522
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2020-8492
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,unimportant,open,undefined,undefined,CVE-2016-1000110
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,open,undefined,undefined,CVE-2019-16935
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u3,921039,CVE-2018-14647
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u5,940901,CVE-2019-16056
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,not yet assigned,resolved,2.7.9-2+deb8u2,909673,CVE-2018-1000802
benclarkwood/cassandra,python2.7,2.7.9-2+deb8u1,0,unimportant,open,undefined,undefined,CVE-2013-7040
benclarkwood/cassandra,sensible-utils,0.0.9,0,not yet assigned,resolved,0.0.9+deb8u1,881767,CVE-2017-17512
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u3,undefined,CVE-2018-20346
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,867618,CVE-2017-10989
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,undefined,CVE-2017-2519
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,undefined,CVE-2017-2518
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,unimportant,open,undefined,873762,CVE-2017-13685
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2019-16168
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2019-19603
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2019-20218
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2019-5827
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,946612,CVE-2019-19645
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,893195,CVE-2018-8740
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,undefined,CVE-2018-20506
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,resolved,3.8.7.1-1+deb8u4,undefined,CVE-2017-2520
benclarkwood/cassandra,sqlite3,3.8.7.1-1+deb8u2,0,not yet assigned,open,undefined,929775,CVE-2019-8457
benclarkwood/cassandra,systemd,215-17+deb8u7,0,low,open,undefined,undefined,CVE-2018-16888
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u8,912005,CVE-2018-15686
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u8,undefined,CVE-2018-1049
benclarkwood/cassandra,systemd,215-17+deb8u7,0,low,open,undefined,890779,CVE-2018-6954
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u11,undefined,CVE-2019-3815
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u8,912008,CVE-2018-15688
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u10,undefined,CVE-2019-6454
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u12,undefined,CVE-2017-18078
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,open,undefined,undefined,CVE-2019-20386
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u9,918841,CVE-2018-16864
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u12,undefined,CVE-2019-3842
benclarkwood/cassandra,systemd,215-17+deb8u7,0,not yet assigned,resolved,215-17+deb8u9,918848,CVE-2018-16865
benclarkwood/cassandra,systemd,215-17+deb8u7,0,unimportant,open,undefined,725357,CVE-2013-4392
benclarkwood/cassandra,util-linux,2.25.2-6,0,not yet assigned,open,undefined,830802,CVE-2016-5011
benclarkwood/cassandra,util-linux,2.25.2-6,0,unimportant,open,undefined,855943,CVE-2017-2616
benclarkwood/cassandra,util-linux,2.25.2-6,0,unimportant,open,undefined,undefined,CVE-2015-5224
benclarkwood/cassandra,util-linux,2.25.2-6,0,unimportant,open,undefined,798067,CVE-2015-5218
benclarkwood/cassandra,util-linux,2.25.2-6,0,not yet assigned,open,undefined,815922,CVE-2016-2779
benclarkwood/cassandra,vim,2:7.4.488-7+deb8u3,0,not yet assigned,resolved,2:7.4.488-7+deb8u4,undefined,CVE-2017-17087
benclarkwood/cassandra,vim,2:7.4.488-7+deb8u3,0,unimportant,open,undefined,undefined,CVE-2017-1000382
benclarkwood/cassandra,vim,2:7.4.488-7+deb8u3,0,not yet assigned,resolved,2:7.4.488-7+deb8u4,867720,CVE-2017-11109
benclarkwood/cassandra,vim,2:7.4.488-7+deb8u3,0,not yet assigned,resolved,2:7.4.488-7+deb8u4,930020,CVE-2019-12735
benclarkwood/cassandra,vim,2:7.4.488-7+deb8u3,0,unimportant,open,undefined,undefined,CVE-2008-4677
benclarkwood/cassandra,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847270,CVE-2016-9841
benclarkwood/cassandra,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847270,CVE-2016-9840
benclarkwood/cassandra,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847275,CVE-2016-9843
benclarkwood/cassandra,zlib,1:1.2.8.dfsg-2,0,not yet assigned,resolved,1:1.2.8.dfsg-2+deb8u1,847274,CVE-2016-9842
cassandra,heimdal,7.5.0+dfsg-1,1,not yet assigned,open,undefined,946786,CVE-2019-14870
cassandra,heimdal,7.5.0+dfsg-1,1,not yet assigned,resolved,7.5.0+dfsg-3,928966,CVE-2018-16860
cassandra,heimdal,7.5.0+dfsg-1,1,not yet assigned,resolved,7.5.0+dfsg-3,929064,CVE-2019-12098
cassandra,libtasn1-6,4.13-2,1,unimportant,open,undefined,906768,CVE-2018-1000654
cassandra,nettle,3.4-1,2,not yet assigned,resolved,3.4.1~rc1-1,undefined,CVE-2018-16869
cassandra,pcre3,2:8.39-9,3,unimportant,open,undefined,858678,CVE-2017-7245
cassandra,pcre3,2:8.39-9,3,unimportant,open,undefined,undefined,CVE-2017-11164
cassandra,pcre3,2:8.39-9,3,unimportant,open,undefined,858679,CVE-2017-7246
cassandra,pcre3,2:8.39-9,3,unimportant,open,undefined,undefined,CVE-2017-16231
cassandra,python-defaults,2.7.15~rc1-1,3,unimportant,open,undefined,498899,CVE-2008-4108
stormshield/mongodb,bash,4.4-5,0,low,open,undefined,undefined,CVE-2019-18276
stormshield/mongodb,bzip2,1.0.6-8.1,0,not yet assigned,open,undefined,930886,CVE-2019-12900
stormshield/mongodb,coreutils,8.26-3,0,low,open,undefined,816320,CVE-2016-2781
stormshield/mongodb,coreutils,8.26-3,0,unimportant,open,undefined,undefined,CVE-2017-18018
stormshield/mongodb,elfutils,0.168-1,0,low,open,undefined,911413,CVE-2018-18521
stormshield/mongodb,elfutils,0.168-1,0,low,open,undefined,911414,CVE-2018-18520
stormshield/mongodb,elfutils,0.168-1,0,not yet assigned,open,undefined,911083,CVE-2018-18310
stormshield/mongodb,elfutils,0.168-1,0,low,open,undefined,921881,CVE-2019-7664
stormshield/mongodb,elfutils,0.168-1,0,low,open,undefined,921880,CVE-2019-7665
stormshield/mongodb,elfutils,0.168-1,0,low,open,undefined,920910,CVE-2019-7149
stormshield/mongodb,elfutils,0.168-1,0,low,open,undefined,undefined,CVE-2018-16402
stormshield/mongodb,elfutils,0.168-1,0,low,open,undefined,undefined,CVE-2018-16403
stormshield/mongodb,elfutils,0.168-1,0,not yet assigned,open,undefined,907562,CVE-2018-16062
stormshield/mongodb,elfutils,0.168-1,0,low,open,undefined,920909,CVE-2019-7150
stormshield/mongodb,elfutils,0.168-1,0,unimportant,open,undefined,undefined,CVE-2019-7148
stormshield/mongodb,glibc,2.24-11+deb9u4,0,not yet assigned,open,undefined,878159,CVE-2018-6485
stormshield/mongodb,glibc,2.24-11+deb9u4,0,not yet assigned,open,undefined,undefined,CVE-2018-6551
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2019-9192
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2019-1010023
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2019-1010024
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2019-1010025
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,779392,CVE-2015-8985
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2018-20796
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2019-6488
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2019-7309
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2010-4052
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2010-4051
stormshield/mongodb,glibc,2.24-11+deb9u4,0,not yet assigned,open,undefined,870650,CVE-2017-12132
stormshield/mongodb,glibc,2.24-11+deb9u4,0,not yet assigned,open,undefined,945250,CVE-2019-19126
stormshield/mongodb,glibc,2.24-11+deb9u4,0,not yet assigned,open,undefined,887001,CVE-2018-1000001
stormshield/mongodb,glibc,2.24-11+deb9u4,0,not yet assigned,open,undefined,924612,CVE-2019-9169
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2010-4756
stormshield/mongodb,glibc,2.24-11+deb9u4,0,not yet assigned,open,undefined,924613,CVE-2009-5155
stormshield/mongodb,glibc,2.24-11+deb9u4,0,unimportant,open,undefined,undefined,CVE-2019-1010022
stormshield/mongodb,glibc,2.24-11+deb9u4,0,low,open,undefined,856503,CVE-2016-10228
stormshield/mongodb,glibc,2.24-11+deb9u4,0,not yet assigned,open,undefined,920047,CVE-2016-10739
stormshield/mongodb,gnupg2,2.1.18-8~deb9u4,0,not yet assigned,open,undefined,undefined,CVE-2018-1000858
stormshield/mongodb,gnupg2,2.1.18-8~deb9u4,0,low,open,undefined,945859,CVE-2019-14855
stormshield/mongodb,gnupg2,2.1.18-8~deb9u4,0,low,open,undefined,894983,CVE-2018-9234
stormshield/mongodb,gnutls28,3.5.8-5+deb9u4,0,not yet assigned,open,undefined,undefined,CVE-2019-3836
stormshield/mongodb,gnutls28,3.5.8-5+deb9u4,0,unimportant,open,undefined,645881,CVE-2011-3389
stormshield/mongodb,gnutls28,3.5.8-5+deb9u4,0,not yet assigned,open,undefined,undefined,CVE-2019-3829
stormshield/mongodb,gnutls28,3.5.8-5+deb9u4,0,not yet assigned,open,undefined,undefined,CVE-2018-16868
stormshield/mongodb,libonig,6.1.3-2,0,low,open,undefined,939988,CVE-2019-16163
stormshield/mongodb,libonig,6.1.3-2,0,low,open,undefined,945313,CVE-2019-19204
stormshield/mongodb,libonig,6.1.3-2,0,low,open,undefined,945312,CVE-2019-19203
stormshield/mongodb,libonig,6.1.3-2,0,low,open,undefined,931878,CVE-2019-13224
stormshield/mongodb,libonig,6.1.3-2,0,low,open,undefined,931878,CVE-2019-13225
stormshield/mongodb,libonig,6.1.3-2,0,low,open,undefined,946344,CVE-2019-19246
stormshield/mongodb,libonig,6.1.3-2,0,low,open,undefined,944959,CVE-2019-19012
stormshield/mongodb,lz4,0.0~r131-2,0,low,open,undefined,943680,CVE-2019-17543
stormshield/mongodb,ncurses,6.0+20161126-1+deb9u2,0,low,open,undefined,undefined,CVE-2018-19211
stormshield/mongodb,ncurses,6.0+20161126-1+deb9u2,0,low,open,undefined,942401,CVE-2019-17594
